"('', '', '', '', '', '', ' 0\n\t\t\t$MultiSessionObject', '', '0', 'MultiSessionObject', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t[string]$UserName', '', 'string', 'UserName', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t[string]$Command', '', 'string', 'Command', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t[switch]$NoOutput', '', 'switch', 'NoOutput', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t[switch]$ShowErrors', '', 'switch', 'ShowErrors', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t[switch]$scsafe', '', 'switch', 'scsafe', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\tPrintHelpImpersonation\n\t\t\t$sw', '', 'PrintHelpImpersonation', 'sw', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\tPrintHelpLocalAdminAccess\n\t\t\t$sw', '', 'PrintHelpLocalAdminAccess', 'sw', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\tPrintHelpSessionHunter\n\t\t\t$sw', '', 'PrintHelpSessionHunter', 'sw', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\t\tUpdateBookmark $listener', '', 'UpdateBookmark', 'listener', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\t\tUpdateBookmark $multilistener', '', 'UpdateBookmark', 'multilistener', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\t\t[void]$Mutex', '', 'void', 'Mutex', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\t\t\t\treturn $filename', '', 'return', 'filename', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\t\t\treturn $computer', '', 'return', 'computer', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\t\t\treturn $output', '', 'return', 'output', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\t\treturn $computer', '', 'return', 'computer', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\treturn $null', '', 'return', 'null', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\treturn $resultData', '', 'return', 'resultData', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\treturn $null', '', 'return', 'null', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'al\n$shellcode', '', 'al', 'shellcode', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'and $Password', '', 'and', 'Password', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'and $_', '', 'and', '_', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'and $choice', '', 'and', 'choice', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'and $commandParts', '', 'and', 'commandParts', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'and $noAccessLines', '', 'and', 'noAccessLines', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'and $pipeServer', '', 'and', 'pipeServer', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'and $sessionNumber', '', 'and', 'sessionNumber', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'band $key', '', 'band', 'key', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'computerNameOnly $Target', '', 'computerNameOnly', 'Target', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'computerNameOnly $computerNameOnly', '', 'computerNameOnly', 'computerNameOnly', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'computerNameOnly $selectedMultiSession', '', 'computerNameOnly', 'selectedMultiSession', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'computerNameOnly $selectedSession', '', 'computerNameOnly', 'selectedSession', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'contains $command', '', 'contains', 'command', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'contains $target', '', 'contains', 'target', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'content $exescript', '', 'content', 'exescript', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'create $ServiceName', '', 'create', 'ServiceName', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'delete $serviceToDelete', '', 'delete', 'serviceToDelete', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'destinationPath $destinationPath', '', 'destinationPath', 'destinationPath', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'directAdminSessions.Count\n\t\t\t$listenerEndIndex', '', 'directAdminSessions.Count', 'listenerEndIndex', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'directAdminSessions.Count\n\t\t\t\t$bookmark', '', 'directAdminSessions.Count', 'bookmark', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'directAdminSessions.Count\n\t\t\t\t$selectedSession', '', 'directAdminSessions.Count', 'selectedSession', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'directAdminSessions.Count\n\t\t\t\t\t$selectedSession', '', 'directAdminSessions.Count', 'selectedSession', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eax\n$shellcode', '', 'eax', 'shellcode', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'enc $B64ServerScript', '', 'enc', 'B64ServerScript', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'enc $b64ClientScript', '', 'enc', 'b64ClientScript', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'enc $b64FileServerMonitoringScript', '', 'enc', 'b64FileServerMonitoringScript', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'enc $b64ServerScript', '', 'enc', 'b64ServerScript', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'enc $b64ServerScriptEdit', '', 'enc', 'b64ServerScriptEdit', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'enc $b64monitoringScript', '', 'enc', 'b64monitoringScript', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'enc $b64psScript', '', 'enc', 'b64psScript', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'enc $encCommand', '', 'enc', 'encCommand', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'enc $encodedCommand', '', 'enc', 'encodedCommand', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eq $PID', '', 'eq', 'PID', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eq $True', '', 'eq', 'True', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eq $bookmarkIdentifier', '', 'eq', 'bookmarkIdentifier', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eq $identifier', '', 'eq', 'identifier', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eq $identifierToRemove', '', 'eq', 'identifierToRemove', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eq $null', '', 'eq', 'null', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eq $parentProcessId', '', 'eq', 'parentProcessId', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eq $selectedMultiSession', '', 'eq', 'selectedMultiSession', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eq $selectedSession', '', 'eq', 'selectedSession', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'f $commandParts', '', 'f', 'commandParts', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'fileExtension\n\t\t\t\t$counter', '', 'fileExtension', 'counter', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'gatherhostname\n\t\t\t$global', '', 'gatherhostname', 'global', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'gt $directAdminEndIndex', '', 'gt', 'directAdminEndIndex', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'gt $listenerEndIndex', '', 'gt', 'listenerEndIndex', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'index] $session', '', 'index', 'session', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'index] $sessionName', '', 'index', 'sessionName', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'le $directAdminEndIndex', '', 'le', 'directAdminEndIndex', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'le $globalListenerEndIndex', '', 'le', 'globalListenerEndIndex', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'le $listenerEndIndex', '', 'le', 'listenerEndIndex', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'listener.ComputerName\n\t\t\t\t$sessionuser', '', 'listener.ComputerName', 'sessionuser', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'listenerSessions.Count\n\t\t\t$globalListenerEndIndex', '', 'listenerSessions.Count', 'globalListenerEndIndex', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'listenerSessions.Count\n\t\t\t\t$bookmark', '', 'listenerSessions.Count', 'bookmark', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'listenerSessions.Count\n\t\t\t\t$selectedMultiSession', '', 'listenerSessions.Count', 'selectedMultiSession', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'listenerSessions.Count\n\t\t\t\t\t$selectedMultiSession', '', 'listenerSessions.Count', 'selectedMultiSession', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $command', '', 'lt', 'command', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $global', '', 'lt', 'global', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $host', '', 'lt', 'host', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $timeout', '', 'lt', 'timeout', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'match $ipPattern', '', 'match', 'ipPattern', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'multilistener.ComputerName\n\t\t\t\t$sessionuser', '', 'multilistener.ComputerName', 'sessionuser', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'ne $AllDomain', '', 'ne', 'AllDomain', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'ne $HostFQDN', '', 'ne', 'HostFQDN', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'ne $identifierToRemove', '', 'ne', 'identifierToRemove', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'ne $indexToRemove', '', 'ne', 'indexToRemove', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'ne $null', '', 'ne', 'null', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'newIndex] $hostname', '', 'newIndex', 'hostname', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $ComputerName', '', 'not', 'ComputerName', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $IP', '', 'not', 'IP', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $PipeClient', '', 'not', 'PipeClient', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $Target', '', 'not', 'Target', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $classExists', '', 'not', 'classExists', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $pipeServer', '', 'not', 'pipeServer', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'not $userdefdc', '', 'not', 'userdefdc', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'notin $AllDomains', '', 'notin', 'AllDomains', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'notin $OutboundTrusts', '', 'notin', 'OutboundTrusts', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n    $params', '', 'null', 'params', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n\n    $provider', '', 'null', 'provider', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n\t        $base64Input', '', 'null', 'base64Input', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n\t$global', '', 'null', 'global', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n\t\n\t    $ourerror', '', 'null', 'ourerror', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n\t\t$reachable_hosts', '', 'null', 'reachable_hosts', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n\t\t$wmiDataOutput', '', 'null', 'wmiDataOutput', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n\t\t\t$DomainContext', '', 'null', 'DomainContext', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n\t\t\t\t$DomainContext', '', 'null', 'DomainContext', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n\t\t\t\t$ShowUserDefinedTargets', '', 'null', 'ShowUserDefinedTargets', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n\t\t\t\t$choice', '', 'null', 'choice', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n\t\t\t\t$global', '', 'null', 'global', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n\t\t\t\t\t$global', '', 'null', 'global', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n\t\t\t\t\t\n\t\t\t\t\t$global', '', 'null', 'global', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $_', '', 'or', '_', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $multiListenerMatch', '', 'or', 'multiListenerMatch', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or \n\t\t\t\t\t\t\t$_', '', 'or', '_', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'outputFile $exefilelocation', '', 'outputFile', 'exefilelocation', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'outputFile\n    $params', '', 'outputFile', 'params', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'output\n\t\t\t$remotePath', '', 'output', 'remotePath', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'r15\n$shellcode', '', 'r15', 'shellcode', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'r8d\n$shellcode', '', 'r8d', 'shellcode', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'r9\n$shellcode', '', 'r9', 'shellcode', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'randomvalue\n\t\t\t\n\t\t\t$global', '', 'randomvalue', 'global', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'rax\n$shellcode', '', 'rax', 'shellcode', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'rcx\n \n$shellcode', '', 'rcx', 'shellcode', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'rcx\n$shellcode', '', 'rcx', 'shellcode', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'rdx\n$shellcode', '', 'rdx', 'shellcode', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'rsi\n$shellcode', '', 'rsi', 'shellcode', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'runspacePool\n        \t$null', '', 'runspacePool', 'null', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'runspacePool\n\n\t\t\t\t$runspaces', '', 'runspacePool', 'runspaces', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'runspacePool\n\t    $runspaces', '', 'runspacePool', 'runspaces', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'runspacePool\n\t\t$null', '', 'runspacePool', 'null', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'runspacePool\n\t\t$runspaces', '', 'runspacePool', 'runspaces', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'runspacePool\n\t\t\t$runspaces', '', 'runspacePool', 'runspaces', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'runspace\n\t\t$handle', '', 'runspace', 'handle', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'selectedIndex]\n\t\t\t\t$global', '', 'selectedIndex', 'global', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'serviceToDelete $ServiceName', '', 'serviceToDelete', 'ServiceName', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'start $ServiceName', '', 'start', 'ServiceName', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'true\n    $params', '', 'true', 'params', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'url $url', '', 'url', 'url', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'url\n\n\t\t\t\t$powershell', '', 'url', 'powershell', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'userDir\n\t\t\t\t$historyFile', '', 'userDir', 'historyFile', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'wmiDataOutput.OutputData\n\t\t\t$wmiDataOutput', '', 'wmiDataOutput.OutputData', 'wmiDataOutput', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n        [System.IO.Pipes.NamedPipeClientStream]$PipeClient', 'System.IO.Pipes.NamedPipeClientStream', 'PipeClient', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n        [string]$Server', 'string', 'Server', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n        [string]$TargetServer', 'string', 'TargetServer', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n        [string]$serviceToDelete', 'string', 'serviceToDelete', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n        [switch]$Admin', 'switch', 'Admin', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n        [switch]$ExecuteExitCommand', 'switch', 'ExecuteExitCommand', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $false)]\n\t\t[string]$UniquePipeID', 'string', 'UniquePipeID', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $true)]\n        [System.IO.StreamReader]$StreamReader', 'System.IO.StreamReader', 'StreamReader', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $true)]\n        [System.IO.StreamWriter]$StreamWriter', 'System.IO.StreamWriter', 'StreamWriter', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $true)]\n        [string]$PipeName', 'string', 'PipeName', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
"('[Parameter(Mandatory = $true)]\n        [string]$computerNameOnly', 'string', 'computerNameOnly', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '')"
