"('https://', 'ht', 's', '/golang/dep/releases/download/v0.5.0/dep-linux-amd64', '/', 'golang/dep/releases/download/v0.5.0/dep-linux-amd64')"
"('https://', 'ht', 's', '/chzyer/readline/blob/master/std.go', '/', 'chzyer/readline/blob/master/std.go')"
"('https://', 'ht', 's', '/chzyer/readline/pull/42', '/', 'chzyer/readline/pull/42')"
"('https://', 'ht', 's', '/chzyer/readline/pull/53', '/', 'chzyer/readline/pull/53')"
"('https://', 'ht', 's', '/chzyer/readline/pull/49', '/', 'chzyer/readline/pull/49')"
"('https://', 'ht', 's', '/chzyer/readline/pull/28', '/', 'chzyer/readline/pull/28')"
"('https://', 'ht', 's', '/chzyer/readline/pull/12', '/', 'chzyer/readline/pull/12')"
"('https://', 'ht', 's', '/chzyer/readline/pull/48', '/', 'chzyer/readline/pull/48')"
"('https://', 'ht', 's', '/chzyer/readline/blob/master/example/readline-pass-strength/readline-pass-strength.go', '/', 'chzyer/readline/blob/master/example/readline-pass-strength/readline-pass-strength.go')"
"('https://', 'ht', 's', '/chzyer/readline/pull/33', '/', 'chzyer/readline/pull/33')"
"('https://', 'ht', 's', '/chzyer/readline/blob/master/example/readline-multiline/readline-multiline.go', '/', 'chzyer/readline/blob/master/example/readline-multiline/readline-multiline.go')"
"('https://', 'ht', 's', '/chzyer/readline/pull/23', '/', 'chzyer/readline/pull/23')"
"('https://', 'ht', 's', '/chzyer/readline/pull/60', '/', 'chzyer/readline/pull/60')"
"('https://', 'ht', 's', '/sahib', '/', 'sahib')"
"('https://', 'ht', 's', '/directory', '/', 'directory')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-8.4', '/', 'html/draft-ietf-acme-acme-16#section-8.4')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-7.6', '/', 'html/draft-ietf-acme-acme-16#section-7.6')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-7.3', '/', 'html/draft-ietf-acme-acme-16#section-7.3')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-8.3', '/', 'html/draft-ietf-acme-acme-16#section-8.3')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-7.1.4', '/', 'html/draft-ietf-acme-acme-16#section-7.1.4')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-9.7.7', '/', 'html/draft-ietf-acme-acme-16#section-9.7.7')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16', '/', 'html/draft-ietf-acme-acme-16')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-7.1.2', '/', 'html/draft-ietf-acme-acme-16#section-7.1.2')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-7.1.3', '/', 'html/draft-ietf-acme-acme-16#section-7.1.3')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-7.1.6', '/', 'html/draft-ietf-acme-acme-16#section-7.1.6')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-7.1.1', '/', 'html/draft-ietf-acme-acme-16#section-7.1.1')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-8.1', '/', 'html/draft-ietf-acme-acme-16#section-8.1')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-8', '/', 'html/draft-ietf-acme-acme-16#section-8')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-7.4', '/', 'html/draft-ietf-acme-acme-16#section-7.4')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-7.1.5', '/', 'html/draft-ietf-acme-acme-16#section-7.1.5')"
"('https://', 'ht', 's', '/html/rfc5280#section-5.3.1', '/', 'html/rfc5280#section-5.3.1')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-6.7.1', '/', 'html/draft-ietf-acme-acme-16#section-6.7.1')"
"('https://', 'ht', 's', '/html/rfc7807#section-3.1', '/', 'html/rfc7807#section-3.1')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-7.3.3', '/', 'html/draft-ietf-acme-acme-16#section-7.3.3')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-12#section-7.4.2', '/', 'html/draft-ietf-acme-acme-12#section-7.4.2')"
"('https://', 'ht', 's', '/t/acme-v2-no-up-link-in-response/64962', '/', 't/acme-v2-no-up-link-in-response/64962')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-6.3', '/', 'html/draft-ietf-acme-acme-16#section-6.3')"
"('https://', 'ht', 's', '/go-acme/lego/issues/855', '/', 'go-acme/lego/issues/855')"
"('https://', 'ht', 's', '/html/rfc5280#section-7', '/', 'html/rfc5280#section-7')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-7.1.4', '/', 'html/draft-ietf-acme-acme-16#section-7.1.4')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-12#section-7.4', '/', 'html/draft-ietf-acme-acme-12#section-7.4')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-8.4', '/', 'html/draft-ietf-acme-acme-16#section-8.4')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-tls-alpn-05', '/', 'html/draft-ietf-acme-tls-alpn-05')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-acme-16#section-8.3', '/', 'html/draft-ietf-acme-acme-16#section-8.3')"
"('https://', 'ht', 's', '/html/rfc7239', '/', 'html/rfc7239')"
"('https://', 'ht', 's', '/html/rfc7239', '/', 'html/rfc7239')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-tls-alpn-05#section-5.1', '/', 'html/draft-ietf-acme-tls-alpn-05#section-5.1')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-tls-alpn-05#section-3', '/', 'html/draft-ietf-acme-tls-alpn-05#section-3')"
"('https://', 'ht', 's', '/html/draft-ietf-acme-tls-alpn-01#section-5.2', '/', 'html/draft-ietf-acme-tls-alpn-01#section-5.2')"
"('https://', 'ht', 's', '/letsencrypt/boulder/blob/master/docs/acme-divergences.md#section-82', '/', 'letsencrypt/boulder/blob/master/docs/acme-divergences.md#section-82')"
"('www.', 'ht', '', '/Protocols/rfc2616/rfc2616.txt', '/', 'Protocols/rfc2616/rfc2616.txt')"
"('https://', 'ht', 's', './FGA/web-proxy-connection-header.html', '', './FGA/web-proxy-connection-header.html')"
"('http://', 'ht', '', '/src/pkg/sync/atomic/doc.go#L41', '/', 'src/pkg/sync/atomic/doc.go#L41')"
"('www.', '', '', '', '', '')"
"('https://', 'ht', 's', '/Join%20Chat.svg', '/', 'Join%20Chat.svg')"
"('https://', 'ht', 's', '/forum', '/', 'forum')"
"('www.', '', '', '', '', '')"
"('https://', 'ht', 's', '/elazarl/goproxy?utm_source=badge&utm_medium=badge&utm_campaign=pr-badge&utm_content=badge', '/', 'elazarl/goproxy?utm_source=badge&utm_medium=badge&utm_campaign=pr-badge&utm_content=badge')"
"('www.', 'ht', '', '/Enter-Proxy-Settings-in-Firefox', '/', 'Enter-Proxy-Settings-in-Firefox')"
"('https://', 'ht', 's', '/elazarl/goproxy/blob/master/examples/goproxy-eavesdropper/main.go#L27', '/', 'elazarl/goproxy/blob/master/examples/goproxy-eavesdropper/main.go#L27')"
"('https://', 'ht', 's', '/github.com/elazarl/goproxy?status.svg', '/', 'github.com/elazarl/goproxy?status.svg')"
"('https://', 'ht', 's', '/elazarl/goproxy/tree/master/examples/goproxy-transparent', '/', 'elazarl/goproxy/tree/master/examples/goproxy-transparent')"
"('https://', 'ht', 's', '/elazarl/goproxy', '/', 'elazarl/goproxy')"
"('https://', 'ht', 's', '/chrome/answer/96815?hl=en', '/', 'chrome/answer/96815?hl=en')"
"('https://', 'ht', 's', '/github.com/elazarl/goproxy', '/', 'github.com/elazarl/goproxy')"
"('https://', 'ht', 's', '/elazarl/goproxy/tree/master/examples/goproxy-avgsize', '/', 'elazarl/goproxy/tree/master/examples/goproxy-avgsize')"
"('https://', 'ht', 's', '/elazarl/goproxy/blob/master/examples/goproxy-httpdump', '/', 'elazarl/goproxy/blob/master/examples/goproxy-httpdump')"
"('https://', 'ht', 's', '/elazarl/goproxy/tree/master/examples/goproxy-no-reddit-at-worktime', '/', 'elazarl/goproxy/tree/master/examples/goproxy-no-reddit-at-worktime')"
"('https://', 'ht', 's', '/elazarl/goproxy/tree/master/examples/goproxy-jquery-version', '/', 'elazarl/goproxy/tree/master/examples/goproxy-jquery-version')"
"('https://', 'ht', 's', '/elazarl/goproxy/blob/master/examples/goproxy-upside-down-ternet', '/', 'elazarl/goproxy/blob/master/examples/goproxy-upside-down-ternet')"
