"('', '', '', '', '', '', ' .SMB\n      $pkt', '', '.SMB', 'pkt', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '[IntPtr]$Address', '', 'IntPtr', 'Address', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '[int]$AccelHandle', '', 'int', 'AccelHandle', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '[ref]$Thread', '', 'ref', 'Thread', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '[ref]$tagMSG', '', 'ref', 'tagMSG', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '[type]$SYSTEM_MODULE_INFORMATION', '', 'type', 'SYSTEM_MODULE_INFORMATION', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '[void]$PPKExtensionFilesINodes', '', 'void', 'PPKExtensionFilesINodes', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '[void]$RDPExtensionFilesINodes', '', 'void', 'RDPExtensionFilesINodes', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '[void]$sdtidExtensionFilesINodes', '', 'void', 'sdtidExtensionFilesINodes', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n                [ref]$StartupInfo', '', 'ref', 'StartupInfo', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n             \n            [void]$ArrayOfPuTTYSessions', '', 'void', 'ArrayOfPuTTYSessions', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n             \n            [void]$ArrayOfWinSCPSessions', '', 'void', 'ArrayOfWinSCPSessions', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n            [array]$Output', '', 'array', 'Output', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n            [ref]$StartupInfo', '', 'ref', 'StartupInfo', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n            [ref]$lpTargetHandle', '', 'ref', 'lpTargetHandle', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n        [String]\n        $Command', '', 'String', 'Command', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n        [void]$ArrayofPPKFiles', '', 'void', 'ArrayofPPKFiles', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n        [void]$ArrayofRDPFiles', '', 'void', 'ArrayofRDPFiles', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n        [void]$ArrayofsdtidFiles', '', 'void', 'ArrayofsdtidFiles', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n        [void]$StartTokenRace', '', 'void', 'StartTokenRace', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n        return $groom_socks', '', 'return', 'groom_socks', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n      [string]$Target', '', 'string', 'Target', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n      [string]$iL', '', 'string', 'iL', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n      [string]$p', '', 'string', 'p', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n      [switch]$AllDomain', '', 'switch', 'AllDomain', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n     smb1_large_buffer $smbheader', '', 'smb1_large_buffer', 'smbheader', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n    [void]$ArrayOfFileZillaSessions', '', 'void', 'ArrayOfFileZillaSessions', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n    [void]$ArrayOfPPKFiles', '', 'void', 'ArrayOfPPKFiles', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n    [void]$ArrayOfPuTTYSessions', '', 'void', 'ArrayOfPuTTYSessions', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n    [void]$ArrayOfRDPSessions', '', 'void', 'ArrayOfRDPSessions', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n    [void]$ArrayOfWinSCPSessions', '', 'void', 'ArrayOfWinSCPSessions', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n    ren $EventLogPath', '', 'ren', 'EventLogPath', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n    return $finalOutput', '', 'return', 'finalOutput', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n    return $objSID', '', 'return', 'objSID', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n    return $pkt', '', 'return', 'pkt', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n    return $sc', '', 'return', 'sc', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n    return $sock', '', 'return', 'sock', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n    smb_eternalblue $Target', '', 'smb_eternalblue', 'Target', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n  \n  return $UTF8decoded', '', 'return', 'UTF8decoded', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n            [void]$ArrayOfRDPSessions', '', 'void', 'ArrayOfRDPSessions', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n          [xml]$FileZillaXML', '', 'xml', 'FileZillaXML', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n          [xml]$SuperPuTTYXML', '', 'xml', 'SuperPuTTYXML', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n        [void]$ArrayOfSuperPuTTYSessions', '', 'void', 'ArrayOfSuperPuTTYSessions', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n        [xml]$FileZillaXML', '', 'xml', 'FileZillaXML', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n        [xml]$SuperPuTTYXML', '', 'xml', 'SuperPuTTYXML', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n      return $pkt', '', 'return', 'pkt', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n    [void]$ArrayOfRDPFiles', '', 'void', 'ArrayOfRDPFiles', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n    [void]$ArrayOfsdtidFiles', '', 'void', 'ArrayOfsdtidFiles', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n    return  $pkt', '', 'return', 'pkt', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n    return $pkt', '', 'return', 'pkt', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n    return $tcp_response', '', 'return', 'tcp_response', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n  return $finalOutput', '', 'return', 'finalOutput', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n  return $flagAndPass', '', 'return', 'flagAndPass', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n  return $objSearcher', '', 'return', 'objSearcher', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n\n    return $smbheader', '', 'return', 'smbheader', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\n\t\t[int]$BuffPtr_Size', '', 'int', 'BuffPtr_Size', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t[IntPtr]$Global', '', 'IntPtr', 'Global', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t[ref]$StartupInfo', '', 'ref', 'StartupInfo', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\t[IntPtr]$BuffPtr', '', 'IntPtr', 'BuffPtr', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\t[IntPtr]$Buffer', '', 'IntPtr', 'Buffer', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\t[IntPtr]$Pointer', '', 'IntPtr', 'Pointer', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\t\t[int]$BuffPtr_Size', '', 'int', 'BuffPtr_Size', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\n\t\t\t\t\t[IntPtr]$Buffer', '', 'IntPtr', 'Buffer', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\nreturn $parsed_header', '', 'return', 'parsed_header', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', '\nreturn $shellcode', '', 'return', 'shellcode', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'and $p', '', 'and', 'p', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'bxor $Magic', '', 'bxor', 'Magic', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'client.Client\n             $groom_socks', '', 'client.Client', 'groom_socks', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'command $Command', '', 'command', 'Command', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'decryptedResult\n  $flagAndPass', '', 'decryptedResult', 'flagAndPass', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eq $CheckFlag', '', 'eq', 'CheckFlag', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eq $KernelArray', '', 'eq', 'KernelArray', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eq $Pointer2', '', 'eq', 'Pointer2', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eq $ProcessInfo', '', 'eq', 'ProcessInfo', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'eq $SizeVal', '', 'eq', 'SizeVal', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'f $Cast', '', 'f', 'Cast', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'f $Distance', '', 'f', 'Distance', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'f $ManagerBitmap', '', 'f', 'ManagerBitmap', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'f $NextProcess', '', 'f', 'NextProcess', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'f $ProcessInfo', '', 'f', 'ProcessInfo', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'f $SysEprocessPtr', '', 'f', 'SysEprocessPtr', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'f $WorkerBitmap', '', 'f', 'WorkerBitmap', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'f $pvScan0', '', 'f', 'pvScan0', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'gSharedInfoBitmap\n\t\t$Bitmap2', '', 'gSharedInfoBitmap', 'Bitmap2', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'groom_socks\n\n     $fhf_sock', '', 'groom_socks', 'fhf_sock', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'grooms $Shellcode', '', 'grooms', 'Shellcode', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'grooms $payload_hdr_pkt', '', 'grooms', 'payload_hdr_pkt', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'gsock\n             $gsock', '', 'gsock', 'gsock', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'host $EventLogPath', '', 'host', 'EventLogPath', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'host $EventType', '', 'host', 'EventType', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'host $TempLogPath', '', 'host', 'TempLogPath', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $Bitmap2', '', 'lt', 'Bitmap2', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $HandleCount', '', 'lt', 'HandleCount', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $MaxAttempts', '', 'lt', 'MaxAttempts', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $count', '', 'lt', 'count', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $grooms', '', 'lt', 'grooms', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'lt $len', '', 'lt', 'len', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'native_os\n    $pkt', '', 'native_os', 'pkt', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'ne $null', '', 'ne', 'null', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'notcontains $hThreadID', '', 'notcontains', 'hThreadID', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'null\n\n    $raw', '', 'null', 'raw', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'objDomain\n  $objSearcher', '', 'objDomain', 'objSearcher', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'optionalCreds\n        $PuTTYSessions', '', 'optionalCreds', 'PuTTYSessions', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'optionalCreds\n        $SuperPuTTYPath', '', 'optionalCreds', 'SuperPuTTYPath', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'optionalCreds\n        $WinSCPSessions', '', 'optionalCreds', 'WinSCPSessions', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'optionalCreds\n  \n  $decoded', '', 'optionalCreds', 'decoded', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $AllDomain', '', 'or', 'AllDomain', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $RDPFileObject', '', 'or', 'RDPFileObject', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'or $Target', '', 'or', 'Target', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'secondval\n\n  $decryptedResult', '', 'secondval', 'decryptedResult', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'true\n\t\t$playerName', '', 'true', 'playerName', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'userid\n    $sock', '', 'userid', 'sock', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'values.flag\n\n  $values', '', 'values.flag', 'values', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'wKey\n\n\t\t$InputObject', '', 'wKey', 'InputObject', '', '', '', '', '', '', '', '')"
"('', '', '', '', '', '', 'wKey\n\t\t\n\t\t$InputObject', '', 'wKey', 'InputObject', '', '', '', '', '', '', '', '')"
