"('HTTP://', 'HT', '', ':80', '', ':80')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/commit/fc5104714a3671d37e225813db79470d6335683b', '/', 'inspect-js/object-inspect/commit/fc5104714a3671d37e225813db79470d6335683b')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/commit/fd38e1bc3e2a1dc82091ce3e021917462eee64fc', '/', 'inspect-js/object-inspect/commit/fd38e1bc3e2a1dc82091ce3e021917462eee64fc')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/commit/ff9eff67113341ee1aaf80c1c22d683f43bfbccf', '/', 'inspect-js/object-inspect/commit/ff9eff67113341ee1aaf80c1c22d683f43bfbccf')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/0.0.0...0.1.0', '/', 'inspect-js/object-inspect/compare/0.0.0...0.1.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/0.1.0...0.1.1', '/', 'inspect-js/object-inspect/compare/0.1.0...0.1.1')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/0.1.1...0.1.3', '/', 'inspect-js/object-inspect/compare/0.1.1...0.1.3')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/0.1.3...0.2.0', '/', 'inspect-js/object-inspect/compare/0.1.3...0.2.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/0.2.0...0.3.0', '/', 'inspect-js/object-inspect/compare/0.2.0...0.3.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/0.3.0...0.3.1', '/', 'inspect-js/object-inspect/compare/0.3.0...0.3.1')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/0.3.1...0.4.0', '/', 'inspect-js/object-inspect/compare/0.3.1...0.4.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/0.4.0...1.0.0', '/', 'inspect-js/object-inspect/compare/0.4.0...1.0.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/1.0.0...1.0.1', '/', 'inspect-js/object-inspect/compare/1.0.0...1.0.1')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/1.0.1...1.0.2', '/', 'inspect-js/object-inspect/compare/1.0.1...1.0.2')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/1.0.2...v1.1.0', '/', 'inspect-js/object-inspect/compare/1.0.2...v1.1.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.1.0...v1.2.0', '/', 'inspect-js/object-inspect/compare/v1.1.0...v1.2.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.10.0...v1.10.1', '/', 'inspect-js/object-inspect/compare/v1.10.0...v1.10.1')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.10.1...v1.10.2', '/', 'inspect-js/object-inspect/compare/v1.10.1...v1.10.2')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.10.2...v1.10.3', '/', 'inspect-js/object-inspect/compare/v1.10.2...v1.10.3')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.10.3...v1.11.0', '/', 'inspect-js/object-inspect/compare/v1.10.3...v1.11.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.11.0...v1.11.1', '/', 'inspect-js/object-inspect/compare/v1.11.0...v1.11.1')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.11.1...v1.12.0', '/', 'inspect-js/object-inspect/compare/v1.11.1...v1.12.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.12.0...v1.12.1', '/', 'inspect-js/object-inspect/compare/v1.12.0...v1.12.1')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.12.1...v1.12.2', '/', 'inspect-js/object-inspect/compare/v1.12.1...v1.12.2')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.2.0...v1.2.1', '/', 'inspect-js/object-inspect/compare/v1.2.0...v1.2.1')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.2.1...v1.2.2', '/', 'inspect-js/object-inspect/compare/v1.2.1...v1.2.2')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.2.2...v1.3.0', '/', 'inspect-js/object-inspect/compare/v1.2.2...v1.3.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.3.0...v1.4.0', '/', 'inspect-js/object-inspect/compare/v1.3.0...v1.4.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.4.0...v1.4.1', '/', 'inspect-js/object-inspect/compare/v1.4.0...v1.4.1')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.4.1...v1.5.0', '/', 'inspect-js/object-inspect/compare/v1.4.1...v1.5.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.5.0...v1.6.0', '/', 'inspect-js/object-inspect/compare/v1.5.0...v1.6.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.6.0...v1.7.0', '/', 'inspect-js/object-inspect/compare/v1.6.0...v1.7.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.7.0...v1.8.0', '/', 'inspect-js/object-inspect/compare/v1.7.0...v1.8.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.8.0...v1.9.0', '/', 'inspect-js/object-inspect/compare/v1.8.0...v1.9.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/compare/v1.9.0...v1.10.0', '/', 'inspect-js/object-inspect/compare/v1.9.0...v1.10.0')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/dev-status.svg', '/', 'inspect-js/object-inspect/dev-status.svg')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/issues/27', '/', 'inspect-js/object-inspect/issues/27')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/issues/3', '/', 'inspect-js/object-inspect/issues/3')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/issues/6', '/', 'inspect-js/object-inspect/issues/6')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/issues/9', '/', 'inspect-js/object-inspect/issues/9')"
"('https://', 'ht', 's', '/inspect-js/object-inspect/pull/4', '/', 'inspect-js/object-inspect/pull/4')"
"('https://', 'ht', 's', '/intent/user?screen_name=trentmick', '/', 'intent/user?screen_name=trentmick')"
"('https://', 'ht', 's', '/invariant/-/invariant-2.2.4.tgz#610f3c92c9359ce1db616e538008d23ff35158e6', '/', 'invariant/-/invariant-2.2.4.tgz#610f3c92c9359ce1db616e538008d23ff35158e6')"
"('https://', 'ht', 's', '/iojs/io.js/blob/v1.x/CHANGELOG.md#vm', '/', 'iojs/io.js/blob/v1.x/CHANGELOG.md#vm')"
"('https://', 'ht', 's', '/iojs/readable-stream/issues/101', '/', 'iojs/readable-stream/issues/101')"
"('https://', 'ht', 's', '/iojs/readable-stream/issues/102', '/', 'iojs/readable-stream/issues/102')"
"('https://', 'ht', 's', '/iojs/readable-stream/issues/105', '/', 'iojs/readable-stream/issues/105')"
"('https://', 'ht', 's', '/iojs/readable-stream/issues/106', '/', 'iojs/readable-stream/issues/106')"
"('https://', 'ht', 's', '/iojs/readable-stream/issues/99', '/', 'iojs/readable-stream/issues/99')"
"('https://', 'ht', 's', '/iojs/readable-stream/labels/wg-agenda', '/', 'iojs/readable-stream/labels/wg-agenda')"
"('https://', 'ht', 's', '/ip/-/ip-1.1.8.tgz', '/', 'ip/-/ip-1.1.8.tgz')"
"('https://', 'ht', 's', '/is-accessor-descriptor/-/is-accessor-descriptor-0.1.6.tgz#a9e12cb3ae8d876727eeef3843f8a0897b5c98d6', '/', 'is-accessor-descriptor/-/is-accessor-descriptor-0.1.6.tgz#a9e12cb3ae8d876727eeef3843f8a0897b5c98d6')"
"('https://', 'ht', 's', '/is-accessor-descriptor/-/is-accessor-descriptor-1.0.0.tgz#169c2f6d3df1f992618072365c9b0ea1f6878656', '/', 'is-accessor-descriptor/-/is-accessor-descriptor-1.0.0.tgz#169c2f6d3df1f992618072365c9b0ea1f6878656')"
"('https://', 'ht', 's', '/is-binary-path/-/is-binary-path-1.0.1.tgz#75f16642b480f187a711c814161fd3a4a7655898', '/', 'is-binary-path/-/is-binary-path-1.0.1.tgz#75f16642b480f187a711c814161fd3a4a7655898')"
"('https://', 'ht', 's', '/is-binary-path/-/is-binary-path-2.1.0.tgz#ea1f7f3b80f064236e83470f86c09c254fb45b09', '/', 'is-binary-path/-/is-binary-path-2.1.0.tgz#ea1f7f3b80f064236e83470f86c09c254fb45b09')"
"('https://', 'ht', 's', '/is-buffer/-/is-buffer-1.1.6.tgz#efaa2ea9daa0d7ab2ea13a97b2b8ad51fefbe8be', '/', 'is-buffer/-/is-buffer-1.1.6.tgz#efaa2ea9daa0d7ab2ea13a97b2b8ad51fefbe8be')"
"('https://', 'ht', 's', '/is-data-descriptor/-/is-data-descriptor-0.1.4.tgz#0b5ee648388e2c860282e793f1856fec3f301b56', '/', 'is-data-descriptor/-/is-data-descriptor-0.1.4.tgz#0b5ee648388e2c860282e793f1856fec3f301b56')"
"('https://', 'ht', 's', '/is-data-descriptor/-/is-data-descriptor-1.0.0.tgz#d84876321d0e7add03990406abbbbd36ba9268c7', '/', 'is-data-descriptor/-/is-data-descriptor-1.0.0.tgz#d84876321d0e7add03990406abbbbd36ba9268c7')"
"('https://', 'ht', 's', '/is-descriptor/-/is-descriptor-0.1.6.tgz#366d8240dde487ca51823b1ab9f07a10a78251ca', '/', 'is-descriptor/-/is-descriptor-0.1.6.tgz#366d8240dde487ca51823b1ab9f07a10a78251ca')"
"('https://', 'ht', 's', '/is-descriptor/-/is-descriptor-1.0.2.tgz#3b159746a66604b04f8c81524ba365c5f14d86ec', '/', 'is-descriptor/-/is-descriptor-1.0.2.tgz#3b159746a66604b04f8c81524ba365c5f14d86ec')"
"('https://', 'ht', 's', '/is-dotfile/-/is-dotfile-1.0.3.tgz#a6a2f32ffd2dfb04f5ca25ecd0f6b83cf798a1e1', '/', 'is-dotfile/-/is-dotfile-1.0.3.tgz#a6a2f32ffd2dfb04f5ca25ecd0f6b83cf798a1e1')"
"('https://', 'ht', 's', '/is-equal-shallow/-/is-equal-shallow-0.1.3.tgz#2238098fc221de0bcfa5d9eac4c45d638aa1c534', '/', 'is-equal-shallow/-/is-equal-shallow-0.1.3.tgz#2238098fc221de0bcfa5d9eac4c45d638aa1c534')"
"('https://', 'ht', 's', '/is-extendable/-/is-extendable-0.1.1.tgz#62b110e289a471418e3ec36a617d472e301dfc89', '/', 'is-extendable/-/is-extendable-0.1.1.tgz#62b110e289a471418e3ec36a617d472e301dfc89')"
"('https://', 'ht', 's', '/is-extendable/-/is-extendable-1.0.1.tgz#a7470f9e426733d81bd81e1155264e3a3507cab4', '/', 'is-extendable/-/is-extendable-1.0.1.tgz#a7470f9e426733d81bd81e1155264e3a3507cab4')"
"('https://', 'ht', 's', '/is-extglob/-/is-extglob-1.0.0.tgz#ac468177c4943405a092fc8f29760c6ffc6206c0', '/', 'is-extglob/-/is-extglob-1.0.0.tgz#ac468177c4943405a092fc8f29760c6ffc6206c0')"
"('https://', 'ht', 's', '/is-extglob/-/is-extglob-2.1.1.tgz#a88c02535791f02ed37c76a1b9ea9773c833f8c2', '/', 'is-extglob/-/is-extglob-2.1.1.tgz#a88c02535791f02ed37c76a1b9ea9773c833f8c2')"
"('https://', 'ht', 's', '/is-finite/-/is-finite-1.1.0.tgz#904135c77fb42c0641d6aa1bcdbc4daa8da082f3', '/', 'is-finite/-/is-finite-1.1.0.tgz#904135c77fb42c0641d6aa1bcdbc4daa8da082f3')"
"('https://', 'ht', 's', '/is-fullwidth-code-point/-/is-fullwidth-code-point-2.0.0.tgz#a3b30a5c4f199183167aaab93beefae3ddfb654f', '/', 'is-fullwidth-code-point/-/is-fullwidth-code-point-2.0.0.tgz#a3b30a5c4f199183167aaab93beefae3ddfb654f')"
"('https://', 'ht', 's', '/is-glob/-/is-glob-2.0.1.tgz#d096f926a3ded5600f3fdfd91198cb0888c2d863', '/', 'is-glob/-/is-glob-2.0.1.tgz#d096f926a3ded5600f3fdfd91198cb0888c2d863')"
"('https://', 'ht', 's', '/is-glob/-/is-glob-4.0.1.tgz#7567dbe9f2f5e2467bc77ab83c4a29482407a5dc', '/', 'is-glob/-/is-glob-4.0.1.tgz#7567dbe9f2f5e2467bc77ab83c4a29482407a5dc')"
"('https://', 'ht', 's', '/is-number/-/is-number-2.1.0.tgz#01fcbbb393463a548f2f466cce16dece49db908f', '/', 'is-number/-/is-number-2.1.0.tgz#01fcbbb393463a548f2f466cce16dece49db908f')"
"('https://', 'ht', 's', '/is-number/-/is-number-3.0.0.tgz#24fd6201a4782cf50561c810276afc7d12d71195', '/', 'is-number/-/is-number-3.0.0.tgz#24fd6201a4782cf50561c810276afc7d12d71195')"
"('https://', 'ht', 's', '/is-number/-/is-number-4.0.0.tgz#0026e37f5454d73e356dfe6564699867c6a7f0ff', '/', 'is-number/-/is-number-4.0.0.tgz#0026e37f5454d73e356dfe6564699867c6a7f0ff')"
"('https://', 'ht', 's', '/is-number/-/is-number-7.0.0.tgz#7535345b896734d5f80c4d06c50955527a14f12b', '/', 'is-number/-/is-number-7.0.0.tgz#7535345b896734d5f80c4d06c50955527a14f12b')"
"('https://', 'ht', 's', '/is-plain-obj/-/is-plain-obj-2.1.0.tgz#45e42e37fccf1f40da8e5f76ee21515840c09287', '/', 'is-plain-obj/-/is-plain-obj-2.1.0.tgz#45e42e37fccf1f40da8e5f76ee21515840c09287')"
"('https://', 'ht', 's', '/is-plain-object/-/is-plain-object-2.0.4.tgz#2c163b3fafb1b606d9d17928f05c2a1c38e07677', '/', 'is-plain-object/-/is-plain-object-2.0.4.tgz#2c163b3fafb1b606d9d17928f05c2a1c38e07677')"
"('https://', 'ht', 's', '/is-posix-bracket/-/is-posix-bracket-0.1.1.tgz#3334dc79774368e92f016e6fbc0a88f5cd6e6bc4', '/', 'is-posix-bracket/-/is-posix-bracket-0.1.1.tgz#3334dc79774368e92f016e6fbc0a88f5cd6e6bc4')"
"('https://', 'ht', 's', '/is-primitive/-/is-primitive-2.0.0.tgz#207bab91638499c07b2adf240a41a87210034575', '/', 'is-primitive/-/is-primitive-2.0.0.tgz#207bab91638499c07b2adf240a41a87210034575')"
"('https://', 'ht', 's', '/is-typedarray/download/is-typedarray-1.0.0.tgz', '/', 'is-typedarray/download/is-typedarray-1.0.0.tgz')"
"('https://', 'ht', 's', '/is-windows/-/is-windows-1.0.2.tgz#d1850eb9791ecd18e6182ce12a30f396634bb19d', '/', 'is-windows/-/is-windows-1.0.2.tgz#d1850eb9791ecd18e6182ce12a30f396634bb19d')"
"('https://', 'ht', 's', '/isNaN', '/', 'isNaN')"
"('https://', 'ht', 's', '/isaacs', '/', 'isaacs')"
"('https://', 'ht', 's', '/isaacs/core-util-is/issues', '/', 'isaacs/core-util-is/issues')"
"('https://', 'ht', 's', '/isaacs/json-stringify-safe', '/', 'isaacs/json-stringify-safe')"
"('https://', 'ht', 's', '/isaacs/json-stringify-safe/issues', '/', 'isaacs/json-stringify-safe/issues')"
"('https://', 'ht', 's', '/isaacs/json-stringify-safe/issues/9', '/', 'isaacs/json-stringify-safe/issues/9')"
"('https://', 'ht', 's', '/isaacs/minipass.git', '/', 'isaacs/minipass.git')"
"('https://', 'ht', 's', '/isaacs/minizlib.git', '/', 'isaacs/minizlib.git')"
"('https://', 'ht', 's', '/isaacs/node-graceful-fs', '/', 'isaacs/node-graceful-fs')"
"('https://', 'ht', 's', '/isaacs/node-graceful-fs/issues/4', '/', 'isaacs/node-graceful-fs/issues/4')"
"('https://', 'ht', 's', '/isaacs/node-lru-cache', '/', 'isaacs/node-lru-cache')"
"('https://', 'ht', 's', '/isaacs/node-lru-cache.svg?branch=master', '/', 'isaacs/node-lru-cache.svg?branch=master')"
"('https://', 'ht', 's', '/isaacs/readable-stream', '/', 'isaacs/readable-stream')"
"('https://', 'ht', 's', '/isaacs/readable-stream/issues/16', '/', 'isaacs/readable-stream/issues/16')"
"('https://', 'ht', 's', '/isaacs/sax-js', '/', 'isaacs/sax-js')"
"('https://', 'ht', 's', '/isaacs/sax-js/issues/165', '/', 'isaacs/sax-js/issues/165')"
"('https://', 'ht', 's', '/isaacs/yallist', '/', 'isaacs/yallist')"
"('https://', 'ht', 's', '/isaacs/yallist.git', '/', 'isaacs/yallist.git')"
"('https://', 'ht', 's', '/isaacs/yallist.svg?branch=master', '/', 'isaacs/yallist.svg?branch=master')"
"('https://', 'ht', 's', '/isarray/-/isarray-0.0.1.tgz', '/', 'isarray/-/isarray-0.0.1.tgz')"
"('https://', 'ht', 's', '/isarray/-/isarray-1.0.0.tgz#bb935d48582cba168c06834957a54a3e07124f11', '/', 'isarray/-/isarray-1.0.0.tgz#bb935d48582cba168c06834957a54a3e07124f11')"
"('https://', 'ht', 's', '/isarray/download/isarray-0.0.1.tgz', '/', 'isarray/download/isarray-0.0.1.tgz')"
"('https://', 'ht', 's', '/isexe/-/isexe-2.0.0.tgz#e8fbf374dc556ff8947a10dcb0572d633f2cfa10', '/', 'isexe/-/isexe-2.0.0.tgz#e8fbf374dc556ff8947a10dcb0572d633f2cfa10')"
"('https://', 'ht', 's', '/isobject/-/isobject-2.1.0.tgz#f065561096a3f1da2ef46272f815c840d87e0c89', '/', 'isobject/-/isobject-2.1.0.tgz#f065561096a3f1da2ef46272f815c840d87e0c89')"
"('https://', 'ht', 's', '/isobject/-/isobject-3.0.1.tgz#4e431e92b11a9731636aa1f9c8d1ccbcfdab78df', '/', 'isobject/-/isobject-3.0.1.tgz#4e431e92b11a9731636aa1f9c8d1ccbcfdab78df')"
"('https://', 'ht', 's', '/isstream/download/isstream-0.1.2.tgz', '/', 'isstream/download/isstream-0.1.2.tgz')"
"('https://', 'ht', 's', '/iteration_protocols#iterator', '/', 'iteration_protocols#iterator')"
"('https://', 'ht', 's', '/ivanseidel', '/', 'ivanseidel')"
"('https://', 'ht', 's', '/jaekwon', '/', 'jaekwon')"
"('https://', 'ht', 's', '/jashkenas/coffeescript', '/', 'jashkenas/coffeescript')"
"('https://', 'ht', 's', '/jashkenas/coffeescript/issues', '/', 'jashkenas/coffeescript/issues')"
"('https://', 'ht', 's', '/jashkenas/underscore/pull/1247', '/', 'jashkenas/underscore/pull/1247')"
"('https://', 'ht', 's', '/jcoreio/superagent-verbose-errors', '/', 'jcoreio/superagent-verbose-errors')"
"('https://', 'ht', 's', '/jdalton', '/', 'jdalton')"
"('https://', 'ht', 's', '/jdxcode/fs-extra-debug', '/', 'jdxcode/fs-extra-debug')"
"('https://', 'ht', 's', '/jed', '/', 'jed')"
"('https://', 'ht', 's', '/jed/dynamo-client', '/', 'jed/dynamo-client')"
"('https://', 'ht', 's', '/jessedc/ajv-cli', '/', 'jessedc/ajv-cli')"
"('https://', 'ht', 's', '/jessetane/queue', '/', 'jessetane/queue')"
"('https://', 'ht', 's', '/jhiesey', '/', 'jhiesey')"
"('https://', 'ht', 's', '/jksdua', '/', 'jksdua')"
"('https://', 'ht', 's', '/jmurty/java-xmlbuilder', '/', 'jmurty/java-xmlbuilder')"
"('https://', 'ht', 's', '/johntron/superagent-no-cache', '/', 'johntron/superagent-no-cache')"
"('https://', 'ht', 's', '/johntron/superagent-prefix', '/', 'johntron/superagent-prefix')"
"('https://', 'ht', 's', '/josdejong/jsoneditor', '/', 'josdejong/jsoneditor')"
"('https://', 'ht', 's', '/joyeecheung/node-dep-codemod#dep005', '/', 'joyeecheung/node-dep-codemod#dep005')"
"('https://', 'ht', 's', '/joyent/eng/blob/master/docs/index.md', '/', 'joyent/eng/blob/master/docs/index.md')"
"('https://', 'ht', 's', '/joyent/joyent-gerrit/blob/master/docs/user/README.md', '/', 'joyent/joyent-gerrit/blob/master/docs/user/README.md')"
"('https://', 'ht', 's', '/joyent/node', '/', 'joyent/node')"
"('https://', 'ht', 's', '/joyent/node-asn1/issues', '/', 'joyent/node-asn1/issues')"
"('https://', 'ht', 's', '/joyent/node-cmdutil', '/', 'joyent/node-cmdutil')"
"('https://', 'ht', 's', '/joyent/node-http-signature', '/', 'joyent/node-http-signature')"
"('https://', 'ht', 's', '/joyent/node-http-signature/blob/master/http_signing.md', '/', 'joyent/node-http-signature/blob/master/http_signing.md')"
"('https://', 'ht', 's', '/joyent/node-http-signature/issues', '/', 'joyent/node-http-signature/issues')"
"('https://', 'ht', 's', '/joyent/node-sshpk.git', '/', 'joyent/node-sshpk.git')"
"('https://', 'ht', 's', '/joyent/node/blob/426298c8c1c0d5b5224ac3658c41e7c2a3fe9377/lib/punycode.js', '/', 'joyent/node/blob/426298c8c1c0d5b5224ac3658c41e7c2a3fe9377/lib/punycode.js')"
"('https://', 'ht', 's', '/joyent/node/blob/f8c335d0caf47f16d31413f89aa28eda3878e3aa/lib/util.js', '/', 'joyent/node/blob/f8c335d0caf47f16d31413f89aa28eda3878e3aa/lib/util.js')"
"('https://', 'ht', 's', '/joyent/node/blob/master/lib/punycode.js', '/', 'joyent/node/blob/master/lib/punycode.js')"
"('https://', 'ht', 's', '/joyent/node/commit/7afdba6e0bc3b69c2bf5fdbd59f938ac8f7a64c5', '/', 'joyent/node/commit/7afdba6e0bc3b69c2bf5fdbd59f938ac8f7a64c5')"
"('https://', 'ht', 's', '/joyent/node/compare/975f1930b1...61e796decc', '/', 'joyent/node/compare/975f1930b1...61e796decc')"
"('https://', 'ht', 's', '/joyent/node/issues/1726', '/', 'joyent/node/issues/1726')"
"('https://', 'ht', 's', '/joyent/node/issues/2072', '/', 'joyent/node/issues/2072')"
"('https://', 'ht', 's', '/joyent/node/issues/7819', '/', 'joyent/node/issues/7819')"
"('https://', 'ht', 's', '/joyent/oid-docs/blob/master/root.md', '/', 'joyent/oid-docs/blob/master/root.md')"
"('https://', 'ht', 's', '/jpodwys/superagent-cache', '/', 'jpodwys/superagent-cache')"
"('https://', 'ht', 's', '/jpodwys/superagent-cache-plugin', '/', 'jpodwys/superagent-cache-plugin')"
"('https://', 'ht', 's', '/jprichardson', '/', 'jprichardson')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra', '/', 'jprichardson/node-fs-extra')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/blob/master/LICENSE', '/', 'jprichardson/node-fs-extra/blob/master/LICENSE')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/commit/1ee77c8a805eba5b99382a2591ff99667847c9c9', '/', 'jprichardson/node-fs-extra/commit/1ee77c8a805eba5b99382a2591ff99667847c9c9')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/commit/5597bd5b67f7d060f5f5bf26e9635be48330f5d7', '/', 'jprichardson/node-fs-extra/commit/5597bd5b67f7d060f5f5bf26e9635be48330f5d7')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/commit/92838980f25dc2ee4ec46b43ee14d3c4a1d30c1b', '/', 'jprichardson/node-fs-extra/commit/92838980f25dc2ee4ec46b43ee14d3c4a1d30c1b')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/1', '/', 'jprichardson/node-fs-extra/issues/1')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/10', '/', 'jprichardson/node-fs-extra/issues/10')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/101', '/', 'jprichardson/node-fs-extra/issues/101')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/102', '/', 'jprichardson/node-fs-extra/issues/102')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/103', '/', 'jprichardson/node-fs-extra/issues/103')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/104', '/', 'jprichardson/node-fs-extra/issues/104')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/105', '/', 'jprichardson/node-fs-extra/issues/105')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/106', '/', 'jprichardson/node-fs-extra/issues/106')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/108', '/', 'jprichardson/node-fs-extra/issues/108')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/109', '/', 'jprichardson/node-fs-extra/issues/109')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/11', '/', 'jprichardson/node-fs-extra/issues/11')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/113', '/', 'jprichardson/node-fs-extra/issues/113')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/114', '/', 'jprichardson/node-fs-extra/issues/114')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/115', '/', 'jprichardson/node-fs-extra/issues/115')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/116', '/', 'jprichardson/node-fs-extra/issues/116')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/119', '/', 'jprichardson/node-fs-extra/issues/119')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/12', '/', 'jprichardson/node-fs-extra/issues/12')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/120', '/', 'jprichardson/node-fs-extra/issues/120')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/121', '/', 'jprichardson/node-fs-extra/issues/121')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/123', '/', 'jprichardson/node-fs-extra/issues/123')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/124', '/', 'jprichardson/node-fs-extra/issues/124')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/125', '/', 'jprichardson/node-fs-extra/issues/125')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/126', '/', 'jprichardson/node-fs-extra/issues/126')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/127', '/', 'jprichardson/node-fs-extra/issues/127')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/128', '/', 'jprichardson/node-fs-extra/issues/128')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/13', '/', 'jprichardson/node-fs-extra/issues/13')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/131', '/', 'jprichardson/node-fs-extra/issues/131')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/135', '/', 'jprichardson/node-fs-extra/issues/135')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/137', '/', 'jprichardson/node-fs-extra/issues/137')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/138', '/', 'jprichardson/node-fs-extra/issues/138')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/14', '/', 'jprichardson/node-fs-extra/issues/14')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/140', '/', 'jprichardson/node-fs-extra/issues/140')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/142', '/', 'jprichardson/node-fs-extra/issues/142')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/143', '/', 'jprichardson/node-fs-extra/issues/143')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/144', '/', 'jprichardson/node-fs-extra/issues/144')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/145', '/', 'jprichardson/node-fs-extra/issues/145')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/147', '/', 'jprichardson/node-fs-extra/issues/147')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/148', '/', 'jprichardson/node-fs-extra/issues/148')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/149', '/', 'jprichardson/node-fs-extra/issues/149')"
"('https://', 'ht', 's', '/jprichardson/node-fs-extra/issues/15', '/', 'jprichardson/node-fs-extra/issues/15')"
